feedback_text,feedback_timestamp,menu_item,meal_time
"Really enjoyed the meal, it was delicious.",2025-01-14T00:00:00,Curd Rice,Dinner
The meal was light and refreshing.,2025-10-04T00:00:00,Bonda,Breakfast
"Amazing flavors, I loved the taste.",2024-12-06T00:00:00,Pongal,Dinner
Good quality and well cooked.,2025-03-12T00:00:00,Fish Curry,Breakfast
The meal was okay.,2025-09-27T00:00:00,Roti,Lunch
Portion size was perfect and taste was nice.,2025-11-21T00:00:00,Samosa,Breakfast
The food tasted great today.,2025-01-27T00:00:00,Gulab Jamun,Breakfast
Portion size was perfect and taste was nice.,2024-02-11T00:00:00,Gulab Jamun,Dinner
"Really enjoyed the meal, it was delicious.",2025-10-25T00:00:00,Gulab Jamun,Snacks
Portion size was perfect and taste was nice.,2025-12-27T00:00:00,Mutton Curry,Breakfast
Good quality and well cooked.,2024-09-01T00:00:00,Chicken Biryani,Lunch
"Amazing flavors, I loved the taste.",2025-05-04T00:00:00,Mutton Curry,Breakfast
"It was fine, could be better.",2024-12-27T00:00:00,Chicken Biryani,Lunch
Good quality and well cooked.,2024-02-25T00:00:00,Roti,Dinner
"It was fine, could be better.",2025-04-08T00:00:00,Pongal,Snacks
"Neither good nor bad, just normal.",2025-12-27T00:00:00,Vada,Breakfast
"Neither good nor bad, just normal.",2025-09-27T00:00:00,Mutton Curry,Snacks
"Taste was average, nothing special.",2025-04-13T00:00:00,Gulab Jamun,Breakfast
"Neither good nor bad, just normal.",2024-07-02T00:00:00,Pongal,Breakfast
The temperature of the food was not good.,2024-06-17T00:00:00,Paneer Curry,Breakfast
"Amazing flavors, I loved the taste.",2024-05-31T00:00:00,Roti,Breakfast
The meal was light and refreshing.,2024-07-28T00:00:00,Vada,Lunch
Good quality and well cooked.,2025-03-02T00:00:00,Fish Curry,Breakfast
"Fresh and tasty, good job by the kitchen.",2024-12-21T00:00:00,Mutton Curry,Lunch
"Amazing flavors, I loved the taste.",2025-10-22T00:00:00,Uggani,Dinner
"Really enjoyed the meal, it was delicious.",2024-03-05T00:00:00,Idli,Snacks
The meal was light and refreshing.,2025-06-16T00:00:00,Idli,Lunch
Decent meal overall.,2024-12-17T00:00:00,Samosa,Dinner
Decent meal overall.,2025-11-12T00:00:00,Samosa,Dinner
"Neither good nor bad, just normal.",2024-11-07T00:00:00,Fish Curry,Dinner
The meal was not salty enough.,2024-09-23T00:00:00,Curd Rice,Snacks
Good quality and well cooked.,2024-10-22T00:00:00,Veg Biryani,Dinner
Good quality and well cooked.,2024-10-18T00:00:00,Dosa,Lunch
Portion size was perfect and taste was nice.,2024-06-13T00:00:00,Bonda,Lunch
"Really enjoyed the meal, it was delicious.",2024-06-28T00:00:00,Mutton Curry,Snacks
"Really enjoyed the meal, it was delicious.",2024-04-29T00:00:00,Curd Rice,Lunch
Portion size was perfect and taste was nice.,2024-05-09T00:00:00,Dosa,Snacks
Good quality and well cooked.,2024-07-07T00:00:00,Bonda,Snacks
"Amazing flavors, I loved the taste.",2024-11-20T00:00:00,Chicken Biryani,Breakfast
Good quality and well cooked.,2025-04-04T00:00:00,Gulab Jamun,Lunch
Decent meal overall.,2024-11-04T00:00:00,Mutton Curry,Lunch
"Fresh and tasty, good job by the kitchen.",2025-05-26T00:00:00,Sambar Rice,Breakfast
Good quality and well cooked.,2024-06-08T00:00:00,Curd Rice,Dinner
"It was fine, could be better.",2025-04-30T00:00:00,Idli,Snacks
The side dish mentioned in the menu was missing.,2025-08-01T00:00:00,Paneer Curry,Lunch
"Amazing flavors, I loved the taste.",2024-04-25T00:00:00,Bonda,Snacks
"Really enjoyed the meal, it was delicious.",2025-11-25T00:00:00,Vada,Breakfast
Good quality and well cooked.,2024-01-26T00:00:00,Mutton Curry,Breakfast
"Fresh and tasty, good job by the kitchen.",2024-12-31T00:00:00,Ice Cream,Lunch
The meal was okay.,2025-09-14T00:00:00,Pongal,Snacks
"It was fine, could be better.",2024-07-19T00:00:00,Chicken Biryani,Lunch
Portion size was perfect and taste was nice.,2025-04-01T00:00:00,Idli,Breakfast
"Taste was average, nothing special.",2025-05-17T00:00:00,Pongal,Dinner
"Amazing flavors, I loved the taste.",2025-01-04T00:00:00,Samosa,Breakfast
The quantity was not enough.,2025-03-13T00:00:00,Ice Cream,Lunch
Good quality and well cooked.,2024-01-13T00:00:00,Gulab Jamun,Dinner
Good quality and well cooked.,2024-11-11T00:00:00,Paneer Curry,Snacks
"Taste was average, nothing special.",2026-01-15T00:00:00,Bonda,Breakfast
The meal was light and refreshing.,2025-03-29T00:00:00,Bonda,Dinner
"Neither good nor bad, just normal.",2026-01-16T00:00:00,Paneer Curry,Lunch
The gravy was missing today.,2025-08-24T00:00:00,Uggani,Lunch
"Really enjoyed the meal, it was delicious.",2024-11-06T00:00:00,Pongal,Lunch
The food tasted great today.,2025-08-27T00:00:00,Vada,Snacks
The food tasted great today.,2025-02-23T00:00:00,Ice Cream,Breakfast
"Really enjoyed the meal, it was delicious.",2025-07-23T00:00:00,Roti,Dinner
"Taste was average, nothing special.",2024-07-09T00:00:00,Bonda,Lunch
Decent meal overall.,2025-05-17T00:00:00,Ice Cream,Snacks
The meal was light and refreshing.,2025-08-22T00:00:00,Dosa,Snacks
Portion size was perfect and taste was nice.,2026-01-27T00:00:00,Paneer Curry,Dinner
The food tasted great today.,2024-01-03T00:00:00,Bonda,Lunch
"It was fine, could be better.",2025-10-17T00:00:00,Curd Rice,Snacks
"Amazing flavors, I loved the taste.",2025-11-12T00:00:00,Vada,Breakfast
"Really enjoyed the meal, it was delicious.",2025-05-18T00:00:00,Paneer Curry,Dinner
The meal was okay.,2026-02-22T00:00:00,Veg Biryani,Breakfast
The meal was okay.,2025-09-05T00:00:00,Roti,Dinner
Portion size was perfect and taste was nice.,2025-03-22T00:00:00,Gulab Jamun,Dinner
"Amazing flavors, I loved the taste.",2024-05-02T00:00:00,Roti,Dinner
The meal was light and refreshing.,2024-09-22T00:00:00,Gulab Jamun,Breakfast
"Really enjoyed the meal, it was delicious.",2024-11-23T00:00:00,Veg Curry,Breakfast
Good quality and well cooked.,2024-06-16T00:00:00,Bonda,Lunch
Good quality and well cooked.,2025-03-05T00:00:00,Dosa,Snacks
Good quality and well cooked.,2024-10-25T00:00:00,Gulab Jamun,Breakfast
Portion size was perfect and taste was nice.,2024-07-17T00:00:00,Fish Curry,Breakfast
Portion size was perfect and taste was nice.,2026-02-09T00:00:00,Veg Curry,Breakfast
"It was fine, could be better.",2025-12-02T00:00:00,Veg Curry,Snacks
"Amazing flavors, I loved the taste.",2025-12-15T00:00:00,Paneer Curry,Snacks
Portion size was perfect and taste was nice.,2025-08-16T00:00:00,Gulab Jamun,Breakfast
The food tasted great today.,2024-05-20T00:00:00,Gulab Jamun,Lunch
"It was fine, could be better.",2025-05-11T00:00:00,Fish Curry,Snacks
"Really enjoyed the meal, it was delicious.",2024-04-14T00:00:00,Uggani,Snacks
Portion size was perfect and taste was nice.,2024-08-14T00:00:00,Chicken Biryani,Lunch
"Fresh and tasty, good job by the kitchen.",2025-04-16T00:00:00,Chicken Biryani,Breakfast
The meal was light and refreshing.,2024-05-14T00:00:00,Pongal,Breakfast
Good quality and well cooked.,2024-11-15T00:00:00,Idli,Dinner
The meal was light and refreshing.,2025-03-28T00:00:00,Gulab Jamun,Lunch
The meal was not salty enough.,2025-12-27T00:00:00,Fish Curry,Snacks
The meal was okay.,2024-08-15T00:00:00,Paneer Curry,Breakfast
"Taste was average, nothing special.",2024-11-10T00:00:00,Curd Rice,Lunch
"Really enjoyed the meal, it was delicious.",2024-03-21T00:00:00,Curd Rice,Lunch
The meal was okay.,2024-01-20T00:00:00,Uggani,Breakfast
The meal was okay.,2024-07-20T00:00:00,Vada,Dinner
The meal was light and refreshing.,2025-11-06T00:00:00,Sambar Rice,Breakfast
"Fresh and tasty, good job by the kitchen.",2024-05-01T00:00:00,Fish Curry,Breakfast
The food tasted great today.,2024-11-04T00:00:00,Roti,Breakfast
The meal was okay.,2025-09-08T00:00:00,Idli,Breakfast
"Really enjoyed the meal, it was delicious.",2025-11-17T00:00:00,Chicken Biryani,Lunch
The meal was okay.,2024-05-29T00:00:00,Gulab Jamun,Breakfast
Good quality and well cooked.,2024-06-13T00:00:00,Roti,Snacks
Portion size was perfect and taste was nice.,2025-08-06T00:00:00,Fish Curry,Lunch
The meal was light and refreshing.,2025-08-15T00:00:00,Pongal,Breakfast
"Amazing flavors, I loved the taste.",2024-07-15T00:00:00,Idli,Lunch
The meal was light and refreshing.,2025-07-04T00:00:00,Paneer Curry,Lunch
"Really enjoyed the meal, it was delicious.",2025-05-31T00:00:00,Idli,Breakfast
Decent meal overall.,2024-07-08T00:00:00,Vada,Snacks
"Really enjoyed the meal, it was delicious.",2024-12-29T00:00:00,Bonda,Breakfast
"Taste was average, nothing special.",2025-06-10T00:00:00,Ice Cream,Dinner
The food tasted great today.,2026-02-18T00:00:00,Veg Biryani,Dinner
"Fresh and tasty, good job by the kitchen.",2024-04-22T00:00:00,Samosa,Breakfast
"Fresh and tasty, good job by the kitchen.",2026-02-19T00:00:00,Fish Curry,Lunch
Decent meal overall.,2026-01-09T00:00:00,Gulab Jamun,Snacks
"It was fine, could be better.",2025-05-20T00:00:00,Dosa,Breakfast
"It was fine, could be better.",2025-04-12T00:00:00,Sambar Rice,Dinner
"Really enjoyed the meal, it was delicious.",2025-07-21T00:00:00,Paneer Curry,Dinner
The meal was light and refreshing.,2025-03-14T00:00:00,Uggani,Snacks
The meal was light and refreshing.,2025-05-02T00:00:00,Chicken Biryani,Breakfast
The food tasted great today.,2025-11-21T00:00:00,Gulab Jamun,Lunch
"Fresh and tasty, good job by the kitchen.",2025-03-24T00:00:00,Vada,Breakfast
The food tasted great today.,2024-05-26T00:00:00,Fish Curry,Breakfast
"Amazing flavors, I loved the taste.",2025-08-27T00:00:00,Ice Cream,Dinner
The food tasted great today.,2025-01-07T00:00:00,Sambar Rice,Lunch
"Really enjoyed the meal, it was delicious.",2025-09-01T00:00:00,Chicken Biryani,Snacks
"Taste was average, nothing special.",2025-03-10T00:00:00,Ice Cream,Breakfast
The meal was light and refreshing.,2025-12-31T00:00:00,Vada,Snacks
Good quality and well cooked.,2025-05-02T00:00:00,Roti,Dinner
Portion size was perfect and taste was nice.,2024-10-12T00:00:00,Ice Cream,Dinner
The meal was okay.,2024-05-05T00:00:00,Curd Rice,Dinner
"Neither good nor bad, just normal.",2024-08-24T00:00:00,Roti,Dinner
The food tasted great today.,2026-01-25T00:00:00,Curd Rice,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-11-25T00:00:00,Dosa,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-09-11T00:00:00,Idli,Lunch
Good quality and well cooked.,2025-09-28T00:00:00,Samosa,Lunch
"Amazing flavors, I loved the taste.",2026-02-08T00:00:00,Sambar Rice,Breakfast
The meal was light and refreshing.,2025-04-22T00:00:00,Fish Curry,Dinner
"Amazing flavors, I loved the taste.",2025-05-24T00:00:00,Chicken Biryani,Snacks
Portion size was perfect and taste was nice.,2024-12-17T00:00:00,Vada,Snacks
The meal was light and refreshing.,2024-02-02T00:00:00,Mutton Curry,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-04-05T00:00:00,Uggani,Breakfast
The vegetables were overcooked and mushy.,2025-04-15T00:00:00,Samosa,Dinner
"Really enjoyed the meal, it was delicious.",2025-07-24T00:00:00,Dosa,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-03-17T00:00:00,Paneer Curry,Lunch
"Amazing flavors, I loved the taste.",2025-02-02T00:00:00,Curd Rice,Snacks
Portion size was perfect and taste was nice.,2025-11-22T00:00:00,Vada,Breakfast
"Neither good nor bad, just normal.",2025-07-29T00:00:00,Vada,Dinner
The food was not cooked properly.,2024-09-26T00:00:00,Veg Curry,Breakfast
Decent meal overall.,2025-11-23T00:00:00,Vada,Dinner
Good quality and well cooked.,2024-03-03T00:00:00,Gulab Jamun,Snacks
"Really enjoyed the meal, it was delicious.",2025-01-10T00:00:00,Idli,Breakfast
The meal was light and refreshing.,2025-10-02T00:00:00,Gulab Jamun,Breakfast
The food tasted great today.,2025-03-14T00:00:00,Samosa,Dinner
"Fresh and tasty, good job by the kitchen.",2024-12-25T00:00:00,Gulab Jamun,Snacks
"Really enjoyed the meal, it was delicious.",2024-08-28T00:00:00,Dosa,Lunch
The meal was okay.,2024-11-08T00:00:00,Paneer Curry,Breakfast
"Really enjoyed the meal, it was delicious.",2024-01-21T00:00:00,Sambar Rice,Snacks
The food tasted great today.,2025-04-16T00:00:00,Mutton Curry,Snacks
"It was fine, could be better.",2024-01-21T00:00:00,Uggani,Dinner
Good quality and well cooked.,2025-01-21T00:00:00,Vada,Breakfast
Decent meal overall.,2024-04-10T00:00:00,Ice Cream,Snacks
"Taste was average, nothing special.",2024-12-10T00:00:00,Vada,Breakfast
"Really enjoyed the meal, it was delicious.",2025-09-21T00:00:00,Vada,Snacks
"Fresh and tasty, good job by the kitchen.",2024-07-25T00:00:00,Paneer Curry,Snacks
Decent meal overall.,2024-08-07T00:00:00,Vada,Breakfast
The food tasted great today.,2024-10-31T00:00:00,Paneer Curry,Snacks
Decent meal overall.,2026-01-30T00:00:00,Ice Cream,Lunch
Portion size was perfect and taste was nice.,2024-12-10T00:00:00,Pongal,Breakfast
Portion size was perfect and taste was nice.,2025-06-27T00:00:00,Roti,Breakfast
"Taste was average, nothing special.",2024-12-21T00:00:00,Vada,Dinner
Portion size was perfect and taste was nice.,2024-11-03T00:00:00,Pongal,Snacks
"Really enjoyed the meal, it was delicious.",2025-02-28T00:00:00,Uggani,Snacks
Portion size was perfect and taste was nice.,2025-06-11T00:00:00,Ice Cream,Snacks
The food tasted great today.,2025-10-04T00:00:00,Bonda,Lunch
Decent meal overall.,2025-05-26T00:00:00,Fish Curry,Lunch
Good quality and well cooked.,2025-10-15T00:00:00,Chicken Biryani,Dinner
Portion size was perfect and taste was nice.,2026-01-14T00:00:00,Mutton Curry,Dinner
"It was fine, could be better.",2025-04-18T00:00:00,Dosa,Lunch
"Really enjoyed the meal, it was delicious.",2026-02-03T00:00:00,Curd Rice,Lunch
"Fresh and tasty, good job by the kitchen.",2024-11-22T00:00:00,Paneer Curry,Dinner
The meal was light and refreshing.,2025-02-26T00:00:00,Pongal,Lunch
"Amazing flavors, I loved the taste.",2024-06-13T00:00:00,Roti,Snacks
"Fresh and tasty, good job by the kitchen.",2024-09-01T00:00:00,Roti,Lunch
"Really enjoyed the meal, it was delicious.",2024-01-29T00:00:00,Sambar Rice,Lunch
"Fresh and tasty, good job by the kitchen.",2025-05-12T00:00:00,Veg Biryani,Snacks
"Fresh and tasty, good job by the kitchen.",2025-10-24T00:00:00,Mutton Curry,Dinner
"Really enjoyed the meal, it was delicious.",2024-10-06T00:00:00,Dosa,Lunch
"It was fine, could be better.",2024-10-11T00:00:00,Curd Rice,Breakfast
"Amazing flavors, I loved the taste.",2024-02-13T00:00:00,Mutton Curry,Lunch
The food tasted great today.,2024-03-26T00:00:00,Vada,Breakfast
The meal was light and refreshing.,2024-03-06T00:00:00,Samosa,Snacks
"Amazing flavors, I loved the taste.",2025-11-04T00:00:00,Uggani,Snacks
"Taste was average, nothing special.",2024-08-29T00:00:00,Pongal,Dinner
Portion size was perfect and taste was nice.,2025-11-11T00:00:00,Sambar Rice,Breakfast
"Fresh and tasty, good job by the kitchen.",2024-04-02T00:00:00,Fish Curry,Snacks
The meal was light and refreshing.,2024-11-16T00:00:00,Veg Biryani,Breakfast
"Taste was average, nothing special.",2025-03-09T00:00:00,Samosa,Dinner
The meal was okay.,2024-06-28T00:00:00,Chicken Biryani,Lunch
"Neither good nor bad, just normal.",2025-02-22T00:00:00,Chicken Biryani,Snacks
"Fresh and tasty, good job by the kitchen.",2025-06-30T00:00:00,Roti,Breakfast
Good quality and well cooked.,2025-07-12T00:00:00,Gulab Jamun,Breakfast
"Amazing flavors, I loved the taste.",2024-09-09T00:00:00,Uggani,Dinner
Good quality and well cooked.,2025-05-01T00:00:00,Roti,Lunch
The meal was okay.,2025-10-22T00:00:00,Gulab Jamun,Snacks
"Taste was average, nothing special.",2024-09-16T00:00:00,Dosa,Breakfast
Good quality and well cooked.,2025-10-16T00:00:00,Mutton Curry,Dinner
Portion size was perfect and taste was nice.,2024-08-30T00:00:00,Gulab Jamun,Breakfast
The meal was okay.,2025-02-06T00:00:00,Bonda,Dinner
The food tasted great today.,2026-02-13T00:00:00,Roti,Snacks
"Taste was average, nothing special.",2024-06-13T00:00:00,Veg Biryani,Snacks
The meal was light and refreshing.,2026-02-24T00:00:00,Bonda,Snacks
Good quality and well cooked.,2024-03-23T00:00:00,Uggani,Breakfast
"Amazing flavors, I loved the taste.",2025-02-26T00:00:00,Vada,Dinner
The meal was light and refreshing.,2024-04-12T00:00:00,Samosa,Dinner
Portion size was perfect and taste was nice.,2024-03-08T00:00:00,Veg Curry,Snacks
Portion size was perfect and taste was nice.,2026-01-16T00:00:00,Gulab Jamun,Dinner
"Neither good nor bad, just normal.",2025-12-12T00:00:00,Mutton Curry,Snacks
"Taste was average, nothing special.",2025-10-07T00:00:00,Idli,Breakfast
The food tasted great today.,2025-02-14T00:00:00,Bonda,Lunch
Good quality and well cooked.,2025-08-12T00:00:00,Chicken Biryani,Snacks
"Really enjoyed the meal, it was delicious.",2024-09-12T00:00:00,Pongal,Breakfast
The meal was light and refreshing.,2025-08-31T00:00:00,Fish Curry,Lunch
The vegetables were overcooked and mushy.,2025-05-04T00:00:00,Uggani,Snacks
"Really enjoyed the meal, it was delicious.",2025-12-04T00:00:00,Curd Rice,Snacks
"Really enjoyed the meal, it was delicious.",2024-03-27T00:00:00,Samosa,Snacks
"Really enjoyed the meal, it was delicious.",2025-02-06T00:00:00,Uggani,Snacks
The meal was okay.,2024-01-24T00:00:00,Ice Cream,Lunch
The food tasted great today.,2025-04-18T00:00:00,Mutton Curry,Lunch
"Taste was average, nothing special.",2024-02-20T00:00:00,Chicken Biryani,Snacks
Portion size was perfect and taste was nice.,2024-09-23T00:00:00,Ice Cream,Dinner
Good quality and well cooked.,2024-06-23T00:00:00,Curd Rice,Breakfast
"Amazing flavors, I loved the taste.",2025-06-22T00:00:00,Sambar Rice,Breakfast
The meal was light and refreshing.,2025-11-20T00:00:00,Uggani,Dinner
"Really enjoyed the meal, it was delicious.",2025-12-31T00:00:00,Vada,Breakfast
The service was delayed and the food got cold.,2024-09-29T00:00:00,Chicken Biryani,Lunch
The food was not cooked properly.,2024-05-13T00:00:00,Paneer Curry,Dinner
Portion size was perfect and taste was nice.,2024-08-08T00:00:00,Uggani,Lunch
"Fresh and tasty, good job by the kitchen.",2024-07-03T00:00:00,Paneer Curry,Lunch
The food tasted great today.,2024-10-24T00:00:00,Uggani,Lunch
Decent meal overall.,2025-04-06T00:00:00,Roti,Lunch
Portion size was perfect and taste was nice.,2025-12-01T00:00:00,Veg Biryani,Snacks
The food tasted great today.,2025-04-25T00:00:00,Bonda,Breakfast
"Amazing flavors, I loved the taste.",2025-02-11T00:00:00,Curd Rice,Snacks
"Neither good nor bad, just normal.",2026-01-23T00:00:00,Chicken Biryani,Dinner
The meal was okay.,2025-07-24T00:00:00,Roti,Breakfast
"It was fine, could be better.",2024-08-28T00:00:00,Dosa,Breakfast
Portion size was perfect and taste was nice.,2025-11-17T00:00:00,Vada,Snacks
Good quality and well cooked.,2025-05-31T00:00:00,Dosa,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-11-18T00:00:00,Ice Cream,Snacks
Portion size was perfect and taste was nice.,2024-02-12T00:00:00,Gulab Jamun,Lunch
"Really enjoyed the meal, it was delicious.",2025-05-30T00:00:00,Veg Curry,Snacks
"Fresh and tasty, good job by the kitchen.",2024-05-15T00:00:00,Vada,Snacks
